official_date,game_datetime,game_pk,home_team_id,away_team_id,home_team_name,away_team_name,home_games_played,home_season_win_pct,home_season_runs_scored_avg,home_season_runs_allowed_avg,home_season_run_diff_avg,home_season_batting_home_runs_avg,home_season_batting_walks_avg,home_season_batting_strikeouts_avg,home_season_batting_ops_avg,home_season_stolen_bases_avg,home_season_pitching_era,home_season_pitching_whip,home_season_pitching_k9,home_season_pitching_bb9,home_season_errors_avg,home_venue_split_win_pct,home_venue_split_run_diff_avg,home_last3_win_pct,home_last5_win_pct,home_last10_win_pct,home_last3_runs_scored_avg,home_last3_runs_allowed_avg,home_last5_runs_scored_avg,home_last5_runs_allowed_avg,home_last10_runs_scored_avg,home_last10_runs_allowed_avg,home_last5_batting_ops_avg,home_last5_home_runs_avg,home_last5_walks_avg,home_last5_strikeouts_avg,home_last5_pitching_era,home_last5_pitching_whip,home_bullpen_last3_outs_avg,home_bullpen_last3_pitches_avg,home_bullpen_last3_era,home_days_since_last_game,home_last_season_games_played,home_last_season_win_pct,home_last_season_runs_scored_avg,home_last_season_runs_allowed_avg,home_last_season_run_diff_avg,home_last_season_batting_home_runs_avg,home_last_season_batting_walks_avg,home_last_season_batting_strikeouts_avg,home_last_season_batting_ops_avg,home_last_season_stolen_bases_avg,home_last_season_pitching_era,home_last_season_pitching_whip,home_last_season_pitching_k9,home_last_season_pitching_bb9,home_last_season_errors_avg,home_last_season_venue_split_win_pct,home_last_season_venue_split_run_diff_avg,home_lineup_confirmed,home_lineup_batters,home_lineup_unavailable_regulars,home_lineup_avg_ops,home_lineup_avg_obp,home_lineup_avg_slg,home_lineup_avg_plate_appearances,home_lineup_avg_starts,home_bvp_vs_away_pitcher_known_batters,home_bvp_vs_away_pitcher_games,home_bvp_vs_away_pitcher_plate_appearances,home_bvp_vs_away_pitcher_at_bats,home_bvp_vs_away_pitcher_avg,home_bvp_vs_away_pitcher_obp,home_bvp_vs_away_pitcher_slg,home_bvp_vs_away_pitcher_ops,home_bvp_vs_away_pitcher_home_runs,home_bvp_vs_away_pitcher_strikeout_rate,home_bvp_vs_away_pitcher_walk_rate,away_games_played,away_season_win_pct,away_season_runs_scored_avg,away_season_runs_allowed_avg,away_season_run_diff_avg,away_season_batting_home_runs_avg,away_season_batting_walks_avg,away_season_batting_strikeouts_avg,away_season_batting_ops_avg,away_season_stolen_bases_avg,away_season_pitching_era,away_season_pitching_whip,away_season_pitching_k9,away_season_pitching_bb9,away_season_errors_avg,away_venue_split_win_pct,away_venue_split_run_diff_avg,away_last3_win_pct,away_last5_win_pct,away_last10_win_pct,away_last3_runs_scored_avg,away_last3_runs_allowed_avg,away_last5_runs_scored_avg,away_last5_runs_allowed_avg,away_last10_runs_scored_avg,away_last10_runs_allowed_avg,away_last5_batting_ops_avg,away_last5_home_runs_avg,away_last5_walks_avg,away_last5_strikeouts_avg,away_last5_pitching_era,away_last5_pitching_whip,away_bullpen_last3_outs_avg,away_bullpen_last3_pitches_avg,away_bullpen_last3_era,away_days_since_last_game,away_last_season_games_played,away_last_season_win_pct,away_last_season_runs_scored_avg,away_last_season_runs_allowed_avg,away_last_season_run_diff_avg,away_last_season_batting_home_runs_avg,away_last_season_batting_walks_avg,away_last_season_batting_strikeouts_avg,away_last_season_batting_ops_avg,away_last_season_stolen_bases_avg,away_last_season_pitching_era,away_last_season_pitching_whip,away_last_season_pitching_k9,away_last_season_pitching_bb9,away_last_season_errors_avg,away_last_season_venue_split_win_pct,away_last_season_venue_split_run_diff_avg,away_lineup_confirmed,away_lineup_batters,away_lineup_unavailable_regulars,away_lineup_avg_ops,away_lineup_avg_obp,away_lineup_avg_slg,away_lineup_avg_plate_appearances,away_lineup_avg_starts,away_bvp_vs_home_pitcher_known_batters,away_bvp_vs_home_pitcher_games,away_bvp_vs_home_pitcher_plate_appearances,away_bvp_vs_home_pitcher_at_bats,away_bvp_vs_home_pitcher_avg,away_bvp_vs_home_pitcher_obp,away_bvp_vs_home_pitcher_slg,away_bvp_vs_home_pitcher_ops,away_bvp_vs_home_pitcher_home_runs,away_bvp_vs_home_pitcher_strikeout_rate,away_bvp_vs_home_pitcher_walk_rate,home_pitcher_starts,home_pitcher_era,home_pitcher_whip,home_pitcher_k9,home_pitcher_bb9,home_pitcher_innings_per_start,home_pitcher_pitches_per_start,home_pitcher_last3_era,home_pitcher_last3_whip,home_pitcher_last3_k9,home_pitcher_days_since_last_start,home_pitcher_last_season_starts,home_pitcher_last_season_era,home_pitcher_last_season_whip,home_pitcher_last_season_k9,home_pitcher_last_season_bb9,home_pitcher_last_season_innings_per_start,home_pitcher_last_season_pitches_per_start,home_pitcher_last_season_last3_era,home_pitcher_last_season_last3_whip,home_pitcher_last_season_last3_k9,away_pitcher_starts,away_pitcher_era,away_pitcher_whip,away_pitcher_k9,away_pitcher_bb9,away_pitcher_innings_per_start,away_pitcher_pitches_per_start,away_pitcher_last3_era,away_pitcher_last3_whip,away_pitcher_last3_k9,away_pitcher_days_since_last_start,away_pitcher_last_season_starts,away_pitcher_last_season_era,away_pitcher_last_season_whip,away_pitcher_last_season_k9,away_pitcher_last_season_bb9,away_pitcher_last_season_innings_per_start,away_pitcher_last_season_pitches_per_start,away_pitcher_last_season_last3_era,away_pitcher_last_season_last3_whip,away_pitcher_last_season_last3_k9,home_win
2025-03-18,2025-03-18T10:10:00Z,778563,112,119,Chicago Cubs,Los Angeles Dodgers,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5123456790123457,4.54320987654321,4.12962962962963,0.41358024691358025,1.0493827160493827,3.3703703703703702,8.407407407407407,0.7025432098765426,0.8827160493827161,3.782639050500349,1.2476146148475682,8.470095415406098,3.047474982545962,0.4691358024691358,0.5432098765432098,0.5308641975308642,1.0,9.0,0.0,,,,,,5.0,2.0,16.0,14.0,0.07142857142857142,0.1875,0.14285714285714285,0.33035714285714285,0.0,0.5,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.6049382716049383,5.197530864197531,4.234567901234568,0.9629629629629629,1.4382716049382716,3.7160493827160495,8.246913580246913,0.7784135802469138,0.8395061728395061,3.897163938206133,1.2271155176389208,8.65344708323726,3.118976250864653,0.5432098765432098,0.5679012345679012,1.0740740740740742,1.0,9.0,0.0,,,,,,8.0,2.0,26.0,26.0,0.2692307692307692,0.2692307692307692,0.6153846153846154,0.8846153846153846,3.0,0.19230769230769232,0.0,0.0,,,,,,,,,,,29.0,2.9076923076923076,1.021153846153846,9.034615384615385,1.4538461538461538,5.977011494252874,89.3103448275862,2.25,1.05,8.55,0.0,,,,,,,,,,,18.0,3.0,1.1111111111111112,10.5,2.2,5.0,81.61111111111111,4.5,1.5,9.75,0
2025-03-19,2025-03-19T10:10:00Z,778564,112,119,Chicago Cubs,Los Angeles Dodgers,1,0.0,1.0,4.0,-3.0,0.0,1.0,9.0,0.289,1.0,3.0,1.6666666666666667,9.0,8.0,2.0,0.0,-3.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,4.0,0.289,0.0,1.0,9.0,3.0,1.6666666666666667,15.0,116.0,5.4,1,162.0,0.5123456790123457,4.54320987654321,4.12962962962963,0.41358024691358025,1.0493827160493827,3.3703703703703702,8.407407407407407,0.7025432098765426,0.8827160493827161,3.782639050500349,1.2476146148475682,8.470095415406098,3.047474982545962,0.4691358024691358,0.5432098765432098,0.5308641975308642,1.0,9.0,0.0,0.2619047619047619,0.16666666666666666,0.09523809523809523,3.5714285714285716,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,1,1.0,4.0,1.0,3.0,0.0,8.0,9.0,0.622,0.0,1.0,0.4444444444444444,9.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,0.622,0.0,8.0,9.0,1.0,0.4444444444444444,12.0,49.0,0.0,1,162.0,0.6049382716049383,5.197530864197531,4.234567901234568,0.9629629629629629,1.4382716049382716,3.7160493827160495,8.246913580246913,0.7784135802469138,0.8395061728395061,3.897163938206133,1.2271155176389208,8.65344708323726,3.118976250864653,0.5432098765432098,0.5679012345679012,1.0740740740740742,1.0,9.0,0.0,0.6111111111111112,0.35555555555555557,0.25555555555555554,4.666666666666667,1.0,4.0,6.0,23.0,19.0,0.3157894736842105,0.4090909090909091,0.5263157894736842,0.9354066985645932,1.0,0.17391304347826086,0.13043478260869565,0.0,,,,,,,,,,,24.0,3.0742574257425743,1.099009900990099,9.022277227722773,2.472772277227723,5.611111111111111,85.25,3.085714285714286,1.4571428571428573,7.714285714285714,0.0,,,,,,,,,,,0.0,,,,,,,,,,0
2025-03-27,2025-03-27T20:10:00Z,778545,135,144,San Diego Padres,Atlanta Braves,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5740740740740741,4.691358024691358,4.12962962962963,0.5617283950617284,1.1728395061728396,2.8271604938271606,6.648148148148148,0.73579012345679,0.7407407407407407,3.8580361278369617,1.221398795738768,9.085456229735989,2.8888374247336728,0.46296296296296297,0.5555555555555556,0.06172839506172839,1.0,9.0,0.0,,,,,,7.0,7.0,39.0,38.0,0.18421052631578946,0.20512820512820512,0.3684210526315789,0.573549257759784,2.0,0.38461538461538464,0.02564102564102564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5493827160493827,4.345679012345679,3.746913580246914,0.5987654320987654,1.3148148148148149,2.993827160493827,9.018518518518519,0.744308641975308,0.42592592592592593,3.4856812933025405,1.1958429561200925,9.683833718244804,2.799769053117783,0.41975308641975306,0.5308641975308642,1.1851851851851851,1.0,9.0,0.0,,,,,,6.0,2.0,8.0,8.0,0.125,0.125,0.125,0.25,0.0,0.25,0.0,0.0,,,,,,,,,,,30.0,2.853228962818004,1.1741682974559686,10.356164383561644,3.1702544031311155,5.677777777777778,94.0,1.588235294117647,1.0,8.470588235294118,0.0,,,,,,,,,,,29.0,2.3808630393996246,1.0131332082551596,11.397748592870544,1.975609756097561,6.126436781609195,97.06896551724138,1.588235294117647,1.0,10.058823529411764,1
2025-03-27,2025-03-27T23:10:00Z,778546,119,116,Los Angeles Dodgers,Detroit Tigers,2,1.0,5.0,2.0,3.0,1.5,7.5,9.0,0.7115,0.0,2.0,1.0555555555555556,10.5,4.0,0.0,,,1.0,1.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,0.7115,1.5,7.5,9.0,2.0,1.0555555555555556,15.0,83.5,1.8,8,162.0,0.6049382716049383,5.197530864197531,4.234567901234568,0.9629629629629629,1.4382716049382716,3.7160493827160495,8.246913580246913,0.7784135802469138,0.8395061728395061,3.897163938206133,1.2271155176389208,8.65344708323726,3.118976250864653,0.5432098765432098,0.6419753086419753,0.8518518518518519,1.0,9.0,0.0,0.8374149659863948,0.39761904761904765,0.4397959183673469,9.0,2.0,6.0,2.0,18.0,17.0,0.23529411764705882,0.2777777777777778,0.47058823529411764,0.7483660130718954,1.0,0.3333333333333333,0.05555555555555555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5308641975308642,4.209876543209877,3.962962962962963,0.24691358024691357,1.0,2.9382716049382718,9.018518518518519,0.6679938271604946,0.4691358024691358,3.6136834830684172,1.1617138908085693,8.421561852107809,2.5874222529371114,0.49382716049382713,0.5308641975308642,0.4444444444444444,1.0,9.0,0.0,,,,,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,20.0,3.1153846153846154,1.0480769230769231,12.548076923076923,3.8076923076923075,5.2,88.65,0.5294117647058824,0.7058823529411765,15.352941176470589,0.0,,,,,,,,,,,31.0,2.390625,0.921875,10.6875,1.640625,6.193548387096774,92.45161290322581,1.0,0.6111111111111112,10.0,1
2025-03-27,2025-03-28T02:10:00Z,778547,136,133,Seattle Mariners,Athletics,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5246913580246914,4.172839506172839,3.746913580246914,0.42592592592592593,1.1419753086419753,3.5246913580246915,10.030864197530864,0.6593333333333339,0.8641975308641975,3.4919748778785764,1.0767620376831821,8.893230983949756,2.3175157013258896,0.4876543209876543,0.6049382716049383,0.6049382716049383,1.0,9.0,0.0,,,,,,7.0,5.0,27.0,25.0,0.24,0.2962962962962963,0.6,0.8962962962962963,3.0,0.37037037037037035,0.07407407407407407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.42592592592592593,3.9691358024691357,4.716049382716049,-0.7469135802469136,1.2098765432098766,3.04320987654321,9.271604938271604,0.6693024691358014,0.6049382716049383,4.372621809744779,1.3329466357308584,7.9120649651972155,3.320185614849188,0.5185185185185185,0.38271604938271603,-0.8271604938271605,1.0,9.0,0.0,,,,,,7.0,7.0,51.0,49.0,0.12244897959183673,0.1568627450980392,0.32653061224489793,0.48339335734293715,2.0,0.35294117647058826,0.0392156862745098,0.0,,,,,,,,,,,33.0,3.2348242811501597,0.8865814696485623,9.488817891373802,1.595846645367412,6.323232323232323,92.18181818181819,3.176470588235294,0.8823529411764706,11.647058823529411,0.0,,,,,,,,,,,31.0,3.9065934065934065,1.2417582417582418,7.961538461538462,2.967032967032967,5.870967741935484,93.2258064516129,5.625,1.1875,9.5625,1
2025-03-27,2025-03-27T20:15:00Z,778551,138,142,St. Louis Cardinals,Minnesota Twins,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,0.5153374233128835,4.141104294478527,4.41717791411043,-0.27607361963190186,1.01840490797546,2.9447852760736195,8.134969325153374,0.6709141104294473,0.558282208588957,4.013764624913971,1.2532690984170682,8.151410874053681,2.8183069511355816,0.4662576687116564,0.5487804878048781,-0.08536585365853659,1.0,9.0,0.0,,,,,,8.0,5.0,44.0,41.0,0.1951219512195122,0.23255813953488372,0.24390243902439024,0.47646057855927393,0.0,0.22727272727272727,0.022727272727272728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5061728395061729,4.580246913580247,4.537037037037037,0.043209876543209874,1.1296296296296295,2.919753086419753,8.061728395061728,0.7157592592592594,0.4012345679012346,4.261513538532747,1.2261050682712336,9.37283036334182,2.7056236982180053,0.43209876543209874,0.48148148148148145,-0.08641975308641975,1.0,9.0,0.0,,,,,,4.0,8.0,26.0,23.0,0.17391304347826086,0.2692307692307692,0.2608695652173913,0.5301003344481605,0.0,0.3076923076923077,0.11538461538461539,0.0,,,,,,,,,,,28.0,3.841683366733467,1.0881763527054107,10.983967935871744,2.1102204408817635,5.940476190476191,88.67857142857143,2.892857142857143,0.9642857142857142,11.571428571428571,0.0,,,,,,,,,,,32.0,4.079136690647482,1.1924460431654675,9.615107913669064,1.9910071942446044,5.791666666666667,93.3125,6.1875,1.8125,8.4375,1
2025-03-27,2025-03-28T02:10:00Z,778552,109,112,Arizona Diamondbacks,Chicago Cubs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5493827160493827,5.469135802469136,4.864197530864198,0.6049382716049383,1.3024691358024691,3.5123456790123457,7.808641975308642,0.7501604938271608,0.7345679012345679,4.620554272517321,1.3503464203233257,8.18729792147806,2.9993071593533487,0.38271604938271603,0.5432098765432098,0.5555555555555556,1.0,9.0,0.0,,,,,,8.0,5.0,55.0,49.0,0.3673469387755102,0.39622641509433965,0.4897959183673469,0.8860223334616866,1.0,0.23636363636363636,0.03636363636363636,2,0.0,2.0,5.0,-3.0,0.0,4.0,10.5,0.391,1.5,4.5,1.6111111111111112,9.0,7.5,1.0,,,0.0,0.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,0.391,0.0,4.0,10.5,4.5,1.6111111111111112,15.0,97.0,3.6,8,162.0,0.5123456790123457,4.54320987654321,4.12962962962963,0.41358024691358025,1.0493827160493827,3.3703703703703702,8.407407407407407,0.7025432098765426,0.8827160493827161,3.782639050500349,1.2476146148475682,8.470095415406098,3.047474982545962,0.4691358024691358,0.48148148148148145,0.2962962962962963,1.0,9.0,0.0,0.45089285714285715,0.2242063492063492,0.2266865079365079,7.5,1.625,8.0,8.0,57.0,50.0,0.2,0.2982456140350877,0.22,0.5182456140350877,0.0,0.2631578947368421,0.10526315789473684,0.0,,,,,,,,,,,28.0,3.6486486486486487,1.2635135135135136,9.486486486486486,3.2837837837837838,5.285714285714286,89.5,4.5,1.25,12.9375,1.0,11.25,1.5,11.25,2.25,4.0,67.0,11.25,1.5,11.25,8,24.0,3.0742574257425743,1.099009900990099,9.022277227722773,2.472772277227723,5.611111111111111,85.25,3.085714285714286,1.4571428571428573,7.714285714285714,0
2025-03-27,2025-03-27T20:05:00Z,778553,140,111,Texas Rangers,Boston Red Sox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,0.48466257668711654,4.208588957055214,4.533742331288344,-0.32515337423312884,1.0797546012269938,3.01840490797546,7.9447852760736195,0.7062392638036814,0.5950920245398773,4.32877030162413,1.2960556844547564,8.651276102088167,3.3327146171693736,0.44785276073619634,0.5432098765432098,0.25925925925925924,1.0,9.0,0.0,,,,,,6.0,3.0,12.0,11.0,0.36363636363636365,0.4166666666666667,0.36363636363636365,0.7803030303030303,0.0,0.25,0.08333333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,0.49693251533742333,4.613496932515337,4.607361963190184,0.006134969325153374,1.196319018404908,3.042944785276074,9.699386503067485,0.7339509202453987,0.8834355828220859,4.033067274800456,1.253363740022805,8.410946408209806,2.850855188141391,0.7177914110429447,0.5308641975308642,0.43209876543209874,1.0,9.0,0.0,,,,,,9.0,7.0,42.0,38.0,0.2631578947368421,0.3333333333333333,0.5263157894736842,0.8596491228070176,2.0,0.23809523809523808,0.09523809523809523,0.0,,,,,,,,,,,29.0,3.796875,1.107421875,8.75390625,2.21484375,5.885057471264368,90.41379310344827,4.821428571428571,1.3392857142857142,7.714285714285714,0.0,,,,,,,,,,,32.0,3.5753424657534247,1.0684931506849316,12.883561643835616,2.0342465753424657,4.5625,74.84375,0.75,0.75,13.5,0
2025-03-27,2025-03-27T20:10:00Z,778554,145,108,Chicago White Sox,Los Angeles Angels,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,0.25153374233128833,3.1165644171779143,5.006134969325154,-1.8895705521472392,0.8159509202453987,2.4355828220858897,8.668711656441717,0.607926380368098,0.558282208588957,4.660601819454164,1.43666899930021,8.672498250524843,4.062281315605318,0.5521472392638037,0.2804878048780488,-1.6585365853658536,1.0,9.0,0.0,,,,,,7.0,8.0,33.0,29.0,0.20689655172413793,0.28125,0.3448275862068966,0.6260775862068966,1.0,0.21212121212121213,0.09090909090909091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.3888888888888889,3.919753086419753,4.919753086419753,-1.0,1.0185185185185186,2.9753086419753085,8.74074074074074,0.6815370370370383,0.8209876543209876,4.559748427672956,1.3480083857442349,7.8742138364779874,3.779874213836478,0.5987654320987654,0.38271604938271603,-0.9382716049382716,1.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,,,3.0,1.6875,0.9375,10.6875,3.375,5.333333333333333,85.33333333333333,1.6875,0.9375,10.6875,0.0,,,,,,,,,,,32.0,4.047438330170778,1.2011385199240987,10.554079696394687,2.25426944971537,5.489583333333333,91.34375,1.894736842105263,0.8421052631578947,10.894736842105264,1
2025-03-27,2025-03-27T20:05:00Z,778555,120,143,Washington Nationals,Philadelphia Phillies,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.4382716049382716,4.074074074074074,4.716049382716049,-0.6419753086419753,0.8333333333333334,2.814814814814815,7.530864197530864,0.677685185185185,1.376543209876543,4.299163179916318,1.3263598326359833,8.246861924686192,2.9686192468619246,0.6728395061728395,0.4691358024691358,-0.5185185185185185,1.0,9.0,0.0,,,,,,9.0,20.0,101.0,94.0,0.2978723404255319,0.3465346534653465,0.6276595744680851,0.9741942279334316,7.0,0.2871287128712871,0.04950495049504951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,0.5864197530864198,4.839506172839506,4.1419753086419755,0.6975308641975309,1.2222222222222223,3.1790123456790123,8.45679012345679,0.7359629629629628,0.9135802469135802,3.8491219963031424,1.2359057301293899,8.939695009242143,2.7698706099815156,0.5246913580246914,0.5061728395061729,0.30864197530864196,1.0,9.0,0.0,,,,,,8.0,10.0,135.0,123.0,0.2682926829268293,0.3333333333333333,0.44715447154471544,0.7804878048780488,5.0,0.2518518518518518,0.08148148148148149,0.0,,,,,,,,,,,32.0,3.8957915831663326,1.4188376753507013,9.793587174348698,3.5170340681362724,5.197916666666667,93.5625,0.47368421052631576,0.631578947368421,10.894736842105264,0.0,,,,,,,,,,,32.0,2.565,0.955,10.08,2.34,6.25,97.9375,2.2131147540983607,0.8360655737704918,11.065573770491802,0
